rx_id,distance_m,distance_km,h_los_re,h_los_im,h_total_re,h_total_im,abs_h_los,abs_h_total,rss_los_dbm,rss_total_dbm,ris_gain_db
RX_45321,45321.608040201005,45.321608040201006,1.5431657177232824e-06,-5.036406662705643e-06,1.56479183024174e-06,-4.907179691076675e-06,5.267518628776002e-06,5.150629669516792e-06,-95.5678783963704,-95.76279349575721,-0.1949150993868045
RX_45743,45743.718592964826,45.743718592964825,4.338412389227588e-06,2.900898858363834e-06,4.4573833897051436e-06,2.842255311099795e-06,5.218911404254725e-06,5.286462137979833e-06,-95.64840151247837,-95.5366974778827,0.11170403459567524
RX_46165,46165.82914572865,46.165829145728644,-3.9903639191374786e-06,3.289108285096263e-06,-4.081917111816847e-06,3.1908581535321907e-06,5.171193045926936e-06,5.181083194053735e-06,-95.72818498535958,-95.71158868145935,0.01659630390022926
RX_46587,46587.93969849246,46.58793969849246,-1.9827779352032223e-06,-4.725192681234886e-06,-2.051351016995768e-06,-4.607755122419618e-06,5.12433939304614e-06,5.043753390394281e-06,-95.80724227938279,-95.94492312004895,-0.13768084066616382
RX_47010,47010.05025125628,47.01005025125628,5.050227507384018e-06,-5.334873877465718e-07,5.184131599483029e-06,-5.012376663181505e-07,5.078327152638244e-06,5.208306791932915e-06,-95.88558649457511,-95.66606883703335,0.21951765754175767
RX_47432,47432.1608040201,47.4321608040201,-9.347885559829081e-07,4.94556435780895e-06,-9.425733292772901e-07,4.806262863828151e-06,5.0331338608889456e-06,4.897816574482802e-06,-95.96323037964979,-96.19994966875694,-0.23671928910715678
RX_47854,47854.271356783924,47.854271356783926,-4.427587256447041e-06,-2.298690146234247e-06,-4.560466057828667e-06,-2.2504870948508665e-06,4.988737846574689e-06,5.085522866795276e-06,-96.040186344457,-95.87328777128465,0.1668985731723467
RX_48276,48276.38190954774,48.27638190954774,3.445759982205898e-06,-3.5469609698323694e-06,3.5313177781834714e-06,-3.4320885619365983e-06,4.945118196412071e-06,4.924371751552748e-06,-96.11646647188779,-96.15298337332885,-0.03651690144106112
RX_48698,48698.49246231156,48.698492462311556,2.3838017955604535e-06,4.283642184042287e-06,2.4703136801130323e-06,4.167071104121623e-06,4.9022547222093445e-06,4.844267877085143e-06,-96.19208252926,-96.2954369871972,-0.10335445793720055
RX_49120,49120.60301507538,49.12060301507538,-4.747446810841335e-06,1.0404769441919741e-06,-4.8858637654792096e-06,9.905349046987972e-07,4.860127929711586e-06,4.985260688494568e-06,-96.26704597921263,-96.04624253394918,0.2208034452634422
RX_49542,49542.71356783919,49.54271356783919,3.673276646313109e-07,-4.804698021948614e-06,3.592620538254688e-07,-4.6557246972033e-06,4.81871898903852e-06,4.669565470091157e-06,-96.34136799013426,-96.61447062303245,-0.2731026328981869
RX_49964,49964.824120603014,49.96482412060301,4.457495080026177e-06,1.7204982906429048e-06,4.6045162044453975e-06,1.6848160370374888e-06,4.778009706620815e-06,4.903078069504804e-06,-96.41505944614904,-96.19062383246492,0.2244356136841219
RX_50386,50386.934673366835,50.38693467336684,-2.906503302615313e-06,3.7417531597399565e-06,-2.9841138799638324e-06,3.6093805021927346e-06,4.7379824985469995e-06,4.6832214615798255e-06,-96.48813095668257,-96.5891060936945,-0.10097513701192895
RX_50809,50809.04522613066,50.80904522613066,-2.723635911464949e-06,-3.828686557870264e-06,-2.829552330011829e-06,-3.7146082311181677e-06,4.698620365238924e-06,4.669548232855745e-06,-96.56059286562879,-96.6145026861873,-0.05390982055850202
RX_51231,51231.15577889447,51.23115577889447,4.414081993125072e-06,-1.49352340812478e-06,4.555886475878046e-06,-1.4239510468997287e-06,4.6599068673791824e-06,4.7732314175048454e-06,-96.6324552601377,-96.42375019007292,0.20870507006478078
RX_51653,51653.26633165829,51.653266331658294,1.5805848322434271e-07,4.619122648558624e-06,1.842173904756048e-07,4.460966148181572e-06,4.621826103018851e-06,4.464768193554462e-06,-96.70372797904251,-97.00402168678988,-0.30029370774737174
RX_52075,52075.37688442211,52.07537688442211,-4.43280268424574e-06,-1.1690344723258608e-06,-4.5941950321359435e-06,-1.1482148659027913e-06,4.5843626857985875e-06,4.735506875888024e-06,-96.77442062094364,-96.49267056924577,0.2817500516978697
RX_52497,52497.48743718593,52.49748743718593,2.3765732020850224e-06,-3.877069995101851e-06,2.4440226637397185e-06,-3.72623548092855e-06,4.547501724220423e-06,4.4562403032381696e-06,-96.84454255196677,-97.02062795652321,-0.17608540455644572
RX_52919,52919.59798994975,52.91959798994975,3.004461085158679e-06,3.36517442207141e-06,3.1314205351365344e-06,3.255447696469661e-06,4.511228801911572e-06,4.517049288232795e-06,-96.91410291320993,-96.90290341130591,0.011199501904016529
RX_53341,53341.70854271357,53.34170854271357,-4.055377818923254e-06,1.8932192578061952e-06,-4.199271365870408e-06,1.8018267626035063e-06,4.47552995882532e-06,4.569514163087072e-06,-96.98311062789489,-96.80259944502181,0.18051118287307588
RX_53763,53763.81909547739,53.76381909547739,-6.403429446557549e-07,-4.3939775973240525e-06,-6.871488804521664e-07,-4.227213670087678e-06,4.440391673327485e-06,4.282698798244256e-06,-97.05157440823668,-97.36564936829224,-0.3140749600555637
RX_54185,54185.92964824121,54.18592964824121,4.35806153425266e-06,6.468235853220917e-07,4.534072926838459e-06,6.435494158513907e-07,4.405800845120167e-06,4.579516694644986e-06,-97.1195027620444,-96.78360706841273,0.33589569363167016
RX_54608,54608.040201005024,54.608040201005025,-1.8597329552523633e-06,3.956456210738362e-06,-1.9144719540157546e-06,3.7860628547408237e-06,4.3717447789574645e-06,4.242578791579613e-06,-97.18690399906613,-97.44740166762826,-0.26049766856212386
RX_55030,55030.150753768845,55.030150753768844,-3.2284978306176196e-06,-2.8977366867080498e-06,-3.37838930793383e-06,-2.794511132026753e-06,4.338211169110653e-06,4.384382143812634e-06,-97.25378623708927,-97.16183199322819,0.09195424386108186
RX_55452,55452.261306532666,55.45226130653266,3.6763875217452437e-06,-2.240272133747577e-06,3.820864704478497e-06,-2.124518449988871e-06,4.305188084542887e-06,4.371794338057621e-06,-97.32015740780803,-97.1868055343898,0.13335187341822063
RX_55874,55874.37185929648,55.87437185929648,1.078675687225257e-06,4.134261243808787e-06,1.1491069246279365e-06,3.959554297342633e-06,4.272663954755892e-06,4.122925776415626e-06,-97.3860252624683,-97.69588967158514,-0.309864409116841
RX_56296,56296.4824120603,56.2964824120603,-4.237750832312864e-06,-1.5617283456743445e-07,-4.428684486175602e-06,-1.7358556590102533e-07,4.240627556273388e-06,4.432085087944684e-06,-97.45139737730021,-97.06783821076341,0.38355916653679856
RX_56718,56718.59296482412,56.71859296482412,1.3595130820894703e-06,-3.9834630167685085e-06,1.3985475934608725e-06,-3.792201364539978e-06,4.209067999728073e-06,4.041871665502762e-06,-97.51628115874769,-97.8683495999314,-0.35206844118371805
RX_57140,57140.70351758794,57.140703517587944,3.398052719667517e-06,2.4307839177114205e-06,3.5731319661339395e-06,2.3365867455469837e-06,4.177974717520953e-06,4.269298498216543e-06,-97.58068384850417,-97.3928695879394,0.1878142605647639
RX_57562,57562.81407035176,57.562814070351756,-3.2819825322764244e-06,2.5355470018894035e-06,-3.4252801580673534e-06,2.3923904894049786e-06,4.147337452023637e-06,4.178046961804679e-06,-97.64461252836286,-97.58053365600837,0.06407887235448584
RX_57984,57984.92462311558,57.984924623115575,-1.472418803339163e-06,-3.844850590659326e-06,-1.5700497568238588e-06,-3.662956043843672e-06,4.1171462442959325e-06,3.98526074655518e-06,-97.7080741248902,-97.99086516874274,-0.2827910438525407
RX_58407,58407.0351758794,58.4070351758794,4.076304093953368e-06,-3.008547503788708e-07,4.282573943234535e-06,-2.589764422149756e-07,4.087391423292675e-06,4.290397228333727e-06,-97.77107541392928,-97.3500499321237,0.42102548180558585
RX_58829,58829.14572864322,58.82914572864322,-8.791943865070676e-07,3.961678605861745e-06,-8.989192059646093e-07,3.747909194820379e-06,4.058063595535215e-06,3.854202780273916e-06,-97.83362302494157,-98.28130879289907,-0.4476857679574948
RX_59251,59251.25628140703,59.25125628140703,-3.5155499515593616e-06,-1.9684988072978027e-06,-3.718617680903056e-06,-1.8863680829397124e-06,4.029153635224388e-06,4.169712460237333e-06,-97.89572344519317,-97.59787785130595,0.2978455938872173
RX_59673,59673.366834170854,59.67336683417086,2.8768535601267894e-06,-2.780096296489586e-06,3.0168724128147213e-06,-2.6057644270516253e-06,4.000652674773116e-06,3.986417866266681e-06,-97.95738302379263,-97.9883435883653,-0.03096056457266627
RX_60095,60095.477386934675,60.095477386934675,1.8211732629887625e-06,3.5305096090404928e-06,1.9504407210454605e-06,3.3422774155131487e-06,3.9725520957380014e-06,3.869759337292384e-06,-98.01860797558626,-98.24632086363151,-0.2277128880452466
RX_60517,60517.5879396985,60.517587939698494,-3.878123078025259e-06,7.22462310437664e-07,-4.100340349713635e-06,6.514238021086077e-07,3.944843520130429e-06,4.151763956855371e-06,-98.07940438491741,-97.63534691412283,0.4440574707945757
RX_60939,60939.69849246231,60.93969849246231,4.2179149329597315e-07,-3.894745883995816e-06,4.1772862871682987e-07,-3.656314211791677e-06,3.917518802088791e-06,3.680099295209225e-06,-98.13977820925476,-98.68280926359665,-0.5430310543418955
RX_61361,61361.80904522613,61.36180904522613,3.58355115008229e-06,1.5148254798639877e-06,3.818235511524823e-06,1.4485207301532657e-06,3.89057001989442e-06,4.083764773729381e-06,-98.19973528269568,-97.77878562755673,0.4209496551389549
RX_61783,61783.91959798995,61.78391959798995,-2.4655054630547403e-06,2.975180233682508e-06,-2.5996859850066536e-06,2.7648019813664824e-06,3.863989468314824e-06,3.7950622151432567e-06,-98.25928131934927,-98.41562200026104,-0.156340680911768
RX_62206,62206.030150753766,62.20603015075377,-2.1247984623250558e-06,-3.1958891392886225e-06,-2.2914297092511824e-06,-3.0022686899696976e-06,3.837769651258644e-06,3.776806508045034e-06,-98.31842191660435,-98.45750528433834,-0.13908336773398844
RX_62628,62628.14070351759,62.62814070351759,3.6475819836584843e-06,-1.1071369600774127e-06,3.886696533314422e-06,-1.0008760398549788e-06,3.8119032747276548e-06,4.013497575585929e-06,-98.37716255828698,-97.92953990058594,0.4476226577010465
RX_63050,63050.25125628141,63.050251256281406,9.962529347892662e-09,3.786370133591625e-06,4.35909693771365e-08,3.5203029605509874e-06,3.786383240051866e-06,3.5205728378596692e-06,-98.43550861771178,-99.06773332088815,-0.6322247031763766
RX_63472,63472.36180904523,63.47236180904523,-3.6047656564119593e-06,-1.0734569585673614e-06,-3.875989454041107e-06,-1.0278054306520694e-06,3.761202637394565e-06,4.009947412512509e-06,-98.49346536063153,-97.93722645585265,0.5562389047788798
RX_63894,63894.47236180904,63.89447236180904,2.052247764244817e-06,-3.122278951927086e-06,2.1773649311353275e-06,-2.869271524441409e-06,3.736354739514806e-06,3.6018935470538655e-06,-98.5510379480891,-98.86938253555051,-0.3183445874614108
RX_64316,64316.582914572864,64.31658291457286,2.3834255124580523e-06,2.84552051742592e-06,2.5951589811434534e-06,2.647566173949511e-06,3.711832995775511e-06,3.7073517209527313e-06,-98.60823143917531,-98.61872419943623,-0.010492760260916612
RX_64738,64738.693467336685,64.73869346733669,-3.3890241486341448e-06,1.4536636154004918e-06,-3.646568144894072e-06,1.3039832272842797e-06,3.687631026385994e-06,3.872703382960657e-06,-98.66505079369679,-98.23971530208851,0.4253354916082799
RX_65160,65160.804020100506,65.1608040201005,-4.136299988025833e-07,-3.64031869301951e-06,-4.846339812929639e-07,-3.3422981820083803e-06,3.663742616868262e-06,3.3772514317534006e-06,-98.72150087475686,-99.42873211060684,-0.7072312358499886
RX_65582,65582.91457286432,65.58291457286433,3.582053067888386e-06,6.478218225004994e-07,3.896850003893643e-06,6.293167705519965e-07,3.6401617127370134e-06,3.947338286813519e-06,-98.77758645125337,-98.07391305962008,0.7036733916332878
RX_66005,66005.02512562813,66.00502512562814,-1.6411822663907286e-06,3.2230977596038143e-06,-1.7529905029285644e-06,2.918084090785836e-06,3.616882414383765e-06,3.4041431321633845e-06,-98.83331220029632,-99.3598437531715,-0.5265315528751842
RX_66427,66427.13567839196,66.42713567839196,-2.5974650037475056e-06,-2.4838046171893732e-06,-2.8653364315755627e-06,-2.2826773542748867e-06,3.593898972156045e-06,3.663436742982411e-06,-98.88868270954833,-98.72222606154067,0.16645664800766724
RX_66849,66849.24623115578,66.84924623115577,3.1067529989013257e-06,-1.761135014277769e-06,3.3852915048178807e-06,-1.5563183211166952e-06,3.5712057816229994e-06,3.7258992591367257e-06,-98.9437024794911,-98.5753778347026,0.3683246447884869
RX_67271,67271.3567839196,67.2713567839196,7.870805390992193e-07,3.4604142905590383e-06,9.06638435575895e-07,3.1238026301996135e-06,3.5487973790192545e-06,3.2527121184183406e-06,-98.99837592562035,-99.75508744579783,-0.7567115201774754
RX_67693,67693.46733668342,67.69346733668341,-3.5184194037825236e-06,-2.410708663978169e-07,-3.887464270463619e-06,-2.5897363299097983e-07,3.5266684368592356e-06,3.896080825228833e-06,-99.05270738057246,-98.18744084291782,0.8652665376546338
RX_68115,68115.57788944723,68.11557788944724,1.2361889083374165e-06,-3.2795665069011793e-06,1.328768373917872e-06,-2.90831956355725e-06,3.5048137597145527e-06,3.197490903082318e-06,-99.10670109618464,-99.90381364845932,-0.7971125522746831
RX_68537,68537.68844221106,68.53768844221106,2.767609833549069e-06,2.114997650320514e-06,3.108429123266028e-06,1.9119438362379553e-06,3.483228280147427e-06,3.6493644442966664e-06,-99.16036124549166,-98.75565527179388,0.40470597369777295
RX_68959,68959.79899497487,68.95979899497488,-2.805018645030382e-06,2.028958071784803e-06,-3.1090620381996446e-06,1.751062446690316e-06,3.4619070547934685e-06,3.568260983950474e-06,-99.21369192466125,-98.95086777344942,0.2628241512118308
RX_69381,69381.90954773869,69.38190954773869,-1.1285008086866772e-06,-3.250523347416621e-06,-1.3138074825838124e-06,-2.8643826485050165e-06,3.4408452605874385e-06,3.1513137035766254e-06,-99.26669715487043,-100.03016723990983,-0.7634700850394012
RX_69804,69804.02010050252,69.80402010050251,3.4170080149788945e-06,-1.439355909083894e-07,3.857765504816308e-06,-7.538697527593676e-08,3.4200381911259636e-06,3.858502026200307e-06,-99.31938088412493,-98.27162534709159,1.0477555370333391
RX_70226,70226.13065326633,70.22613065326632,-8.409107813927989e-07,3.293833913289079e-06,-9.05362992648769e-07,2.832974230290385e-06,3.399481253161414e-06,2.9741259452059747e-06,-99.37174698902376,-100.53281288743241,-1.1610658984086513
RX_70648,70648.24120603016,70.64824120603016,-2.8948335877727996e-06,-1.7431948082301949e-06,-3.336466366968679e-06,-1.539423604377086e-06,3.379169963221478e-06,3.67448402522402e-06,-99.42379927647096,-98.6960727274074,0.7277265490635614
RX_71070,71070.35175879397,71.07035175879398,2.4880012617849877e-06,-2.2568566984820102e-06,2.826093532624737e-06,-1.8758302264070771e-06,3.3590999443492016e-06,3.391982266086571e-06,-99.47554148533627,-99.3909285396324,0.08461294570386713
RX_71492,71492.46231155779,71.49246231155779,1.4364018214250552e-06,3.0145403281713775e-06,1.716536002052982e-06,2.5590859317904987e-06,3.3392669229585127e-06,3.081463394660414e-06,-99.52697728806672,-100.2248597395288,-0.6978824514620783
RX_71914,71914.57286432161,71.91457286432161,-3.281086163307014e-06,5.046392368238683e-07,-3.825177932882083e-06,3.612653487864425e-07,3.3196667258004856e-06,3.842199743693948e-06,-99.57811029225077,-98.30840122608633,1.2697090661644381
RX_72336,72336.68341708543,72.33668341708542,4.5873904992308405e-07,-3.268257547945184e-06,4.80288819713786e-07,-2.67494424154794e-06,3.300295277035829e-06,2.7177203766636012e-06,-99.62894404213657,-101.31590458797302,-1.686960545836456
RX_72758,72758.79396984924,72.75879396984924,2.980384898098822e-06,1.3723126336009124e-06,3.5747482699377124e-06,1.1684060440072682e-06,3.2811485954092656e-06,3.76085068529653e-06,-99.67948202010618,-98.49427817515237,1.1852038449538043
RX_73180,73180.90452261307,73.18090452261308,-2.159792190835583e-06,2.4448712100904975e-06,-2.550204940527684e-06,1.9036652509599094e-06,3.2622227915217165e-06,3.182371226994749e-06,-99.72972764810717,-99.94498321640572,-0.21525556829854509
RX_73603,73603.01507537688,73.60301507537689,-1.7096237008958457e-06,-2.756369041413298e-06,-2.1408035267338475e-06,-2.1904845708736257e-06,3.2435140651963376e-06,3.0628846526291995e-06,-99.77968428904283,-100.27738716585944,-0.49770287681660363
RX_74025,74025.12562814071,74.02512562814071,3.114028054638376e-06,-8.387937226777578e-07,3.82805622827968e-06,-5.733114235136008e-07,3.225018702934679e-06,3.87074934285366e-06,-99.82935524812297,-98.24409902539102,1.5852562227319424
RX_74447,74447.23618090453,74.44723618090453,-9.27983827791178e-08,3.2053900663411895e-06,-4.3343554545896705e-08,2.387082821852636e-06,3.206733075459383e-06,2.3874762956110404e-06,-99.87874377417594,-102.44121863351408,-2.5624748593381383
RX_74869,74869.34673366834,74.86934673366834,-3.0257781536861146e-06,-1.0060708577644454e-06,-3.888590400404986e-06,-7.987352876963452e-07,3.1886536353400068e-06,3.969774976233939e-06,-99.92785306092392,-98.02468220403051,1.9031708568934107
RX_75291,75291.45728643217,75.29145728643216,1.8243735570622535e-06,-2.5933544622897744e-06,2.3155699372882153e-06,-1.7603058285314726e-06,3.170776914698709e-06,2.9087008688476068e-06,-99.97668624822208,-100.72601878708119,-0.7493325388591074
RX_75713,75713.56783919598,75.71356783919597,1.9473377626926417e-06,2.4799016593179465e-06,2.6638785508891706e-06,1.6953734353878504e-06,3.1530995229926833e-06,3.157616192526601e-06,-100.0252464232632,-100.01281319014973,0.012433233113469555
RX_76135,76135.6783919598,76.1356783919598,-2.9192950057578846e-06,1.1444727256677125e-06,-3.9853302613894354e-06,6.41345818186766e-07,3.1356181448703554e-06,4.036605226034871e-06,-100.07353662174891,-97.87967443729814,2.1938621844507793
RX_76557,76557.78894472362,76.55778894472363,-2.5406660517736935e-07,-3.1079622372724056e-06,-4.3883751921553873e-07,-1.797278806085525e-06,3.1183295380985075e-06,1.8500782348526396e-06,-100.1215598290284,-104.65619812116798,-4.534638292139576
RX_76979,76979.89949748744,76.97989949748744,3.032780916591401e-06,6.479743218862991e-07,4.521693580110226e-06,4.02585458499073e-07,3.1012305315575924e-06,4.539580144000648e-06,-100.1693189812058,-96.85968624495318,3.309632736252624
RX_77402,77402.01005025125,77.40201005025125,-1.4855970718862062e-06,2.702964855278868e-06,-2.280877002294233e-06,1.138971441423224e-06,3.0843180233026526e-06,2.549442261352946e-06,-100.21681696621752,-101.87109638591097,-1.6542794196934523
RX_77824,77824.12060301508,77.82412060301507,-2.149045861932078e-06,-2.188996122764181e-06,-3.633724987647253e-06,-7.104640723824694e-07,3.0675889786873347e-06,3.702528390707938e-06,-100.26405662488,-98.63003205313427,1.6340245717457265
RX_78246,78246.23115577889,78.24623115577889,2.700413345637534e-06,-1.4200758639385872e-06,5.024387636510137e-06,-2.5551519239821674e-07,3.051040428548633e-06,5.0308805526927605e-06,-100.31104075190927,-95.96711987857843,4.343920873330845
RX_78668,78668.34170854272,78.66834170854273,5.793034957853391e-07,2.978863245676871e-06,9.956145701563739e-07,-4.158530246293972e-07,3.0346694674500644e-06,1.0789727106841393e-06,-100.35777209691321,-109.33979078658584,-8.982018689672628
RX_79090,79090.45226130653,79.09045226130654,-3.0033983742980588e-06,-3.012954997825584e-07,-7.810212021626145e-06,1.0146449294328468e-06,3.0184732519811145e-06,7.875843837683512e-06,-100.40425336535691,-92.07405807288433,8.330195292472581
RX_79512,79512.56281407035,79.51256281407035,1.1471626027928665e-06,-2.77465636701469e-06,7.749089422593325e-06,3.344549240138039e-06,3.002448999110836e-06,8.440047185831113e-06,-100.45048721950266,-91.47310250708692,8.977384712415741
RX_79934,79934.67336683418,79.93467336683418,2.31457698523486e-06,1.8874525181397067e-06,-5.627967716254908e-08,-3.4991327659684935e-06,2.986593984593623e-06,3.4995853348555226e-06,-100.49647627932492,-99.1196682412967,1.37680803802823
RX_80356,80356.78391959799,80.35678391959799,-2.4609505906537116e-06,1.6643322764497038e-06,-2.4609505906537116e-06,1.6643322764497043e-06,2.9709055414252244e-06,2.9709055414252244e-06,-100.54222312340123,-100.54222312340123,0.0
RX_80778,80778.8944723618,80.7788944723618,-8.80662461526825e-07,-2.8211187193903685e-06,-8.806624615268253e-07,-2.821118719390369e-06,2.9553810583471702e-06,2.9553810583471707e-06,-100.58773028977974,-100.58773028977974,0.0
RX_81201,81201.00502512563,81.20100502512564,2.9398551511596793e-06,-3.094193760002526e-08,2.9398551511596785e-06,-3.094193760002525e-08,2.9400179783978438e-06,2.940017978397843e-06,-100.63300027682418,-100.63300027682418,0.0
RX_81623,81623.11557788945,81.62311557788945,-8.125970128392037e-07,2.8096657888120725e-06,-8.125970128392036e-07,2.8096657888120733e-06,2.924813797508512e-06,2.9248137975085127e-06,-100.67803554403687,-100.67803554403687,0.0
RX_82045,82045.22613065326,82.04522613065326,-2.444081106513502e-06,-1.5789889445466884e-06,-2.4440811065135018e-06,-1.578988944546688e-06,2.9097660631426936e-06,2.909766063142693e-06,-100.72283851286059,-100.72283851286059,0.0
RX_82467,82467.33668341709,82.46733668341709,2.204490384417506e-06,-1.8763017350197388e-06,2.2044903844175064e-06,-1.8763017350197388e-06,2.8948723729773174e-06,2.894872372977318e-06,-100.76741156745976,-100.76741156745976,0.0
RX_82889,82889.4472361809,82.8894472361809,1.156204645964442e-06,2.637866900683726e-06,1.156204645964442e-06,2.6378669006837267e-06,2.880130373624174e-06,2.880130373624175e-06,-100.81175705548179,-100.81175705548179,0.0
RX_83311,83311.55778894473,83.31155778894473,-2.844574796433082e-06,3.4597814669270056e-07,-2.844574796433082e-06,3.459781466927006e-07,2.8655377593902376e-06,2.865537759390238e-06,-100.85587728879902,-100.85587728879902,0.0
RX_83733,83733.66834170854,83.73366834170855,4.852337062887592e-07,-2.809497355127359e-06,4.852337062887589e-07,-2.8094973551273584e-06,2.8510922710754818e-06,2.8510922710754818e-06,-100.89977454423193,-100.89977454423193,0.0
RX_84155,84155.77889447236,84.15577889447236,2.538020358489923e-06,1.2672173371667368e-06,2.5380203584899226e-06,1.2672173371667368e-06,2.8367916948068766e-06,2.836791694806876e-06,-100.94345106425419,-100.94345106425419,0.0
RX_84577,84577.88944723619,84.57788944723619,-1.9346066540670328e-06,2.055373203771035e-06,-1.934606654067033e-06,2.055373203771035e-06,2.8226338609072996e-06,2.8226338609073e-06,-100.98690905768002,-100.98690905768002,0.0
RX_85000,85000.0,85.0,-1.404308321380584e-06,-2.432333362165642e-06,-1.4043083213805845e-06,-2.432333362165642e-06,2.8086166427981533e-06,2.8086166427981538e-06,-101.03015070033453,-101.03015070033452,1.4210854715202004e-14
